id,label
0.jpg,0.99958354
1.jpg,1.2629849e-06
10.jpg,0.98387814
100.jpg,1.7195651e-06
1000.jpg,0.99999416
10000.jpg,0.9999994
10001.jpg,0.99997425
10002.jpg,0.9999962
10003.jpg,0.7590022
10004.jpg,7.685793e-11
10005.jpg,0.9925103
10006.jpg,3.0288433e-08
10007.jpg,1.8959639e-06
10008.jpg,0.99993086
10009.jpg,0.99999
1001.jpg,0.018493311
10010.jpg,1.0
10011.jpg,1.0715629e-08
10012.jpg,0.9999149
10013.jpg,0.9999528
10014.jpg,0.9965301
10015.jpg,0.9999926
10016.jpg,0.0003576683
10017.jpg,0.99202347
10018.jpg,0.9999877
10019.jpg,0.992282
1002.jpg,0.9999528
10020.jpg,0.9999933
10021.jpg,0.0024249142
10022.jpg,0.0038133382
10023.jpg,1.0308186e-06
10024.jpg,0.9999751
10025.jpg,1.4637785e-12
10026.jpg,0.99992466
10027.jpg,0.003503823
10028.jpg,0.023197627
10029.jpg,1.0
1003.jpg,0.013636835
10030.jpg,0.00043990326
10031.jpg,0.9999993
10032.jpg,5.3574773e-08
10033.jpg,1.0
10034.jpg,1.7667086e-08
10035.jpg,0.9999995
10036.jpg,0.9999999
10037.jpg,2.8188664e-05
10038.jpg,2.9889638e-05
10039.jpg,1.1886082e-07
1004.jpg,3.0525985e-08
10040.jpg,0.9999337
10041.jpg,1.2047906e-08
10042.jpg,1.0389034e-06
10043.jpg,0.9983834
10044.jpg,0.99999905
10045.jpg,6.649514e-13
10046.jpg,0.9999347
10047.jpg,2.764346e-05
10048.jpg,3.7166065e-11
10049.jpg,0.9962565
1005.jpg,6.144174e-06
10050.jpg,1.0
10051.jpg,0.99999654
10052.jpg,0.9997713
10053.jpg,0.0012718429
10054.jpg,0.99999416
10055.jpg,7.353605e-06
10056.jpg,0.0018969199
10057.jpg,0.9999573
10058.jpg,2.8840725e-09
10059.jpg,0.99999297
1006.jpg,0.9999925
10060.jpg,0.9998287
10061.jpg,0.99984336
10062.jpg,0.00053578056
10063.jpg,0.9999863
10064.jpg,6.1055814e-09
10065.jpg,0.99990356
10066.jpg,0.99998677
10067.jpg,1.82279e-08
10068.jpg,0.9999989
10069.jpg,0.9993544
1007.jpg,0.99997413
10070.jpg,0.00025464367
10071.jpg,0.99999964
10072.jpg,6.0253356e-06
10073.jpg,3.0415963e-06
10074.jpg,0.9995987
10075.jpg,9.967087e-10
10076.jpg,0.99999905
10077.jpg,0.024208782
10078.jpg,4.3217028e-08
10079.jpg,1.0
1008.jpg,0.999995
10080.jpg,0.9999989
10081.jpg,0.99998546
10082.jpg,0.99999976
10083.jpg,0.9984767
10084.jpg,0.99999964
10085.jpg,8.3152804e-07
10086.jpg,0.99998665
10087.jpg,0.99824715
10088.jpg,0.9999901
10089.jpg,0.9999994
1009.jpg,3.119356e-07
10090.jpg,0.9996345
10091.jpg,1.9362747e-09
10092.jpg,0.0001172856
10093.jpg,0.99999774
10094.jpg,0.99690515
10095.jpg,0.9999976
10096.jpg,0.99999595
10097.jpg,5.6467395e-09
10098.jpg,0.005538765
10099.jpg,0.99996877
101.jpg,0.9996345
1010.jpg,3.0894944e-06
10100.jpg,0.8733229
10101.jpg,0.9999777
10102.jpg,0.99985397
10103.jpg,2.1361344e-05
10104.jpg,0.99999976
10105.jpg,0.01047896
10106.jpg,5.6277684e-05
10107.jpg,0.9999989
10108.jpg,1.520684e-05
10109.jpg,3.837873e-05
1011.jpg,0.9999949
10110.jpg,1.3871175e-06
10111.jpg,0.99998784
10112.jpg,0.99837995
10113.jpg,0.99998844
10114.jpg,0.9997373
