id,pred
20000,1.7009139999999998
20001,1.5273079999999999
20002,1.062492
20003,1.4338160000000002
20004,1.9687060000000005
20005,0.8827219999999999
20006,1.800218
20007,2.001802
20008,2.087854
20009,1.727278
20010,1.0930339999999998
20011,1.2720380000000002
20012,1.862822
20013,1.8455840000000001
20014,1.6564560000000002
20015,1.7012040000000002
20016,0.9623619999999999
20017,1.114062
20018,1.1994399999999998
20019,1.5678560000000001
20020,1.328048
20021,2.201128
20022,2.2688300000000003
20023,1.4854540000000003
20024,2.13182
20025,0.79314
20026,1.414724
20027,2.248484
20028,1.517502
20029,1.373822
20030,1.089834
20031,2.0763160000000003
20032,1.3086820000000001
20033,1.331668
20034,1.018
20035,2.240386
20036,1.4551359999999998
20037,0.8395980000000001
20038,1.666296
20039,1.969546
20040,1.5585099999999998
20041,2.178916
20042,1.03379
20043,0.9815320000000001
20044,0.7929419999999999
20045,1.123284
20046,1.8841319999999997
20047,1.386494
20048,1.4444600000000003
20049,1.81238
20050,2.304654
20051,2.078288
20052,0.8625999999999999
20053,1.919916
20054,1.357756
20055,1.135076
20056,1.2064480000000002
20057,1.229914
20058,1.78157
20059,1.198486
20060,1.68383
20061,1.3485479999999999
20062,0.18288600000000002
20063,2.081932
20064,1.6087339999999999
20065,2.468468
20066,1.4433539999999998
20067,1.071202
20068,1.9553420000000001
20069,1.7059260000000003
20070,1.315024
20071,1.3102800000000001
20072,0.909384
20073,1.6132300000000002
20074,1.085464
20075,1.4146700000000003
20076,0.192492
20077,2.097624
20078,1.7672199999999998
20079,2.250718
20080,1.030516
20081,0.21018
20082,1.505446
20083,2.020658
20084,1.9062280000000003
20085,1.2863820000000001
20086,1.948714
20087,1.664884
20088,1.105314
20089,1.504928
20090,1.5959980000000002
20091,2.0444319999999996
20092,1.6634240000000002
20093,1.180292
20094,1.357566
20095,1.680338
20096,2.053088
20097,0.564186
20098,0.18884
20099,1.2691599999999998
20100,1.4123080000000001
20101,1.080762
20102,1.6768999999999998
20103,1.910334
20104,1.8738920000000001
20105,0.37691600000000003
20106,1.485106
20107,1.496226
20108,0.970518
20109,1.136808
20110,2.304798
20111,1.9349560000000001
20112,1.718448
20113,1.5964399999999999
20114,0.768024
20115,1.0391260000000002
20116,0.8695840000000001
20117,2.0856500000000002
20118,1.24309
20119,1.294874
20120,1.484178
20121,1.462152
20122,1.409492
20123,0.883652
20124,1.067644
20125,0.865856
20126,1.905428
20127,1.8753799999999998
20128,2.20091
20129,1.35031
20130,1.010302
20131,1.1949560000000001
20132,1.993198
20133,1.536188
20134,0.9738620000000001
20135,1.3191339999999998
20136,0.446676
20137,1.173456
20138,1.6186539999999998
20139,1.3733239999999998
20140,1.5451939999999997
20141,1.62824
20142,0.9255040000000001
20143,1.1781519999999999
20144,0.944672
20145,2.302952
20146,1.3532380000000002
20147,2.356322
20148,1.549862
20149,1.1486640000000001
20150,1.511244
20151,1.117896
20152,1.39562
20153,1.470026
20154,1.242568
20155,2.1571379999999998
20156,1.39002
20157,1.5012999999999999
20158,2.200958
20159,1.433798
20160,1.449234
20161,0.8074979999999999
20162,1.092368
20163,0.8750260000000001
20164,1.2991019999999998
20165,0.7498820000000002
20166,1.4065159999999999
20167,1.6401540000000003
20168,1.7074439999999997
20169,1.214588
20170,1.3831759999999997
20171,2.282868
20172,1.2611179999999997
20173,1.784832
20174,1.346852
20175,1.844432
20176,1.215132
20177,1.2816859999999999
20178,1.3410719999999998
20179,1.047928
20180,1.0134940000000001
20181,1.242568
20182,2.017104
20183,1.127488
20184,1.6216
20185,1.8445839999999998
20186,1.9332319999999998
20187,1.064696
20188,2.075114
20189,0.938776
20190,1.378396
20191,1.351968
20192,1.6488880000000001
20193,1.7487239999999997
20194,0.8787459999999999
20195,1.077798
20196,1.5208660000000003
20197,1.3242800000000001
20198,1.66639
20199,0.5369900000000001
20200,0.9495619999999999
20201,1.283186
20202,1.13647
20203,1.693006
20204,2.033082
20205,1.4838319999999998
20206,1.359196
20207,1.668652
20208,1.440846
20209,1.6191
20210,2.090934
20211,0.9134300000000001
20212,1.6757519999999997
20213,1.151072
20214,1.100082
20215,1.9790480000000001
20216,1.769422
20217,1.6270200000000001
20218,1.6471799999999999
20219,1.93088
20220,0.821994
20221,0.958026
20222,2.430822
20223,1.399922
20224,0.838426
20225,0.8631980000000001
20226,1.116256
20227,1.6176819999999998
20228,2.261946
20229,1.6668919999999998
20230,0.9698240000000001
20231,1.641316
20232,0.349808
20233,2.061312
20234,1.472156
20235,1.5641919999999998
20236,1.342632
20237,0.973808
20238,1.7506700000000002
20239,0.570514
20240,1.139044
20241,1.210576
20242,1.3296880000000002
20243,0.922476
20244,1.2014019999999999
20245,1.4765640000000002
20246,1.345142
20247,2.066666
20248,1.074214
20249,1.3341540000000003
20250,1.2875020000000001
20251,1.5210959999999998
20252,1.952648
20253,1.254382
20254,2.0875179999999998
20255,1.5785559999999998
20256,1.90362
20257,1.783664
20258,1.118714
20259,1.738702
20260,1.804464
20261,1.00713
20262,1.4219300000000001
20263,0.963346
20264,1.534124
20265,0.879866
20266,0.729608
20267,0.32672200000000007
20268,1.122588
20269,1.4437599999999997
20270,1.9015779999999998
20271,1.6600399999999997
20272,1.198004
20273,0.775702
20274,1.972248
20275,1.569992
20276,2.3309620000000004
20277,1.324502
20278,1.9036280000000003
20279,1.24099
20280,2.334754
20281,1.6363320000000001
20282,0.947058
20283,1.04169
20284,2.342432
20285,1.4724279999999998
20286,1.290554
20287,2.020232
20288,2.024978
20289,1.671416
20290,2.175762
20291,1.5421
20292,0.69631
20293,0.519196
20294,1.5654320000000002
20295,1.59974
20296,0.8758700000000001
20297,1.297008
20298,0.682242
20299,1.317354
20300,1.2957200000000002
20301,1.904902
20302,1.241358
20303,2.1423400000000004
20304,2.051388
20305,1.8086759999999997
20306,1.4522339999999998
20307,1.125982
20308,0.13352
20309,1.4463640000000002
20310,2.126334
20311,1.481208
20312,1.819814
20313,1.9520399999999998
20314,1.7574439999999998
20315,1.87277
20316,1.012276
20317,1.495712
20318,1.493036
20319,0.495586
20320,2.346236
20321,1.7421039999999999
20322,0.3322419999999999
20323,2.17652
20324,0.49201399999999995
20325,1.64841
20326,1.82911
20327,2.0686
20328,1.543352
20329,1.2547239999999997
20330,1.4877979999999997
20331,1.3176219999999998
20332,2.154988
20333,1.665496
20334,1.890756
20335,2.3626139999999998
20336,1.9297359999999997
20337,1.20536
20338,1.8456540000000001
20339,0.154692
20340,1.6302900000000002
20341,1.7486419999999998
20342,2.348604
20343,1.5489219999999997
20344,1.943422
20345,1.1995419999999999
20346,1.912124
20347,1.479256
20348,2.237822
20349,1.451252
20350,1.454974
20351,1.86712
20352,1.503244
20353,2.261282
20354,1.1902560000000002
20355,1.406692
20356,1.4922879999999998
20357,1.3181160000000003
20358,2.119428
20359,1.6029079999999998
20360,1.048978
20361,1.558446
20362,0.7053200000000001
20363,0.941148
20364,1.26546
20365,1.7576159999999998
20366,0.82851
20367,1.530186
20368,1.5783360000000002
20369,1.4447999999999999
20370,1.0716960000000002
20371,1.8864619999999999
20372,1.4752040000000002
20373,2.1270700000000002
20374,1.3522440000000002
20375,2.441066
20376,1.524794
20377,1.483784
20378,1.623974
20379,1.417578
20380,1.239716
20381,1.722114
20382,1.402406
20383,1.243048
20384,1.9972500000000002
20385,1.4939440000000002
20386,1.1117800000000002
20387,1.467902
20388,1.1958719999999998
20389,1.9100320000000002
20390,2.31589
20391,1.357758
20392,1.1756280000000001
20393,1.02841
20394,1.0238019999999999
20395,2.037846
20396,1.519912
20397,1.4665100000000002
20398,1.8600820000000002
20399,1.295
20400,1.2378719999999999
20401,2.455852
20402,0.951144
20403,1.069082
20404,0.6364420000000001
20405,1.390846
20406,2.047556
20407,0.986896
20408,2.4172520000000004
20409,1.1661219999999999
20410,1.4043519999999998
20411,0.921368
20412,1.8979320000000002
20413,1.654518
20414,2.374124
20415,1.558154
20416,2.011018
20417,1.772206
20418,1.28935
20419,2.0030099999999997
20420,1.804296
20421,1.2634640000000001
20422,1.2382279999999999
20423,1.410342
20424,0.7677480000000001
20425,1.967454
20426,1.742272
20427,1.377736
20428,0.8252040000000002
20429,1.159224
20430,1.7848520000000003
20431,2.366756
20432,0.4362179999999999
20433,1.4908659999999998
20434,2.0697099999999997
20435,1.80993
20436,1.9505980000000003
20437,1.5921499999999997
20438,1.5371059999999999
20439,1.385288
20440,1.2964559999999998
20441,1.270722
20442,1.7519159999999998
20443,1.313204
20444,1.2484539999999997
20445,2.2696680000000002
20446,1.389848
20447,1.0862820000000002
20448,1.89176
20449,1.7828539999999997
20450,0.8009479999999999
20451,1.837762
20452,1.6698939999999998
20453,1.1415980000000001
20454,1.26781
20455,2.198812
20456,2.101858
20457,0.2832499999999999
20458,1.90561
20459,1.410066
20460,2.137812
20461,2.294816
20462,1.8670340000000003
20463,1.8724340000000002
20464,1.085972
20465,1.3288400000000002
20466,2.2605880000000003
20467,1.4020579999999998
20468,0.136798
20469,1.533442
20470,1.3930019999999999
20471,0.8762540000000001
20472,0.34868199999999994
20473,1.2807579999999998
20474,1.348132
20475,1.191182
20476,1.6136540000000001
20477,1.245056
20478,1.5534540000000001
20479,1.758626
20480,1.7467320000000002
20481,2.356214
20482,0.876244
20483,1.409638
20484,2.06367
20485,1.670942
20486,2.11857
20487,2.017482
20488,1.4879099999999998
20489,1.3185459999999998
20490,1.363738
20491,1.1341860000000001
20492,0.8538519999999999
20493,1.862482
20494,1.662048
20495,1.1043420000000002
20496,0.7162440000000001
20497,1.9431059999999998
20498,2.1557760000000004
20499,0.969266
20500,1.12763
20501,2.394672
20502,1.5621800000000001
20503,1.3991799999999999
20504,2.307832
20505,1.9964439999999999
20506,1.1521700000000001
20507,0.4532820000000001
20508,0.801472
20509,1.225472
20510,1.7550819999999998
20511,2.126686
20512,1.3770939999999998
20513,2.03338
20514,1.298798
20515,1.563244
20516,1.449836
20517,1.35222
20518,1.9168539999999998
20519,1.412432
20520,1.9432779999999998
20521,0.2999820000000001
20522,1.982266
20523,0.8551400000000001
20524,1.572904
20525,1.0425280000000001
20526,0.8787419999999999
20527,2.065788
20528,0.10153999999999999
20529,1.1824540000000001
20530,1.448166
20531,1.494288
20532,1.73377
20533,2.384564
20534,2.027598
20535,1.6522640000000002
20536,1.7702060000000002
20537,2.059036
20538,0.9288779999999999
20539,1.9480580000000003
20540,1.291724
20541,2.022966
20542,1.194224
20543,1.063938
20544,2.366686
20545,1.9557900000000001
20546,1.149232
20547,1.84764
20548,2.1334020000000002
20549,1.60248
20550,1.152892
20551,1.288652
20552,1.661778
20553,2.20649
20554,1.678554
20555,1.607886
20556,1.566586
20557,1.969376
20558,1.834052
20559,1.009674
20560,1.065304
20561,2.412878
20562,1.45923
20563,1.3835840000000001
20564,1.9785320000000002
20565,1.8272840000000001
20566,1.279168
20567,0.7939660000000001
20568,1.570896
20569,1.3903699999999999
20570,1.4026720000000001
20571,1.0368419999999998
20572,1.247902
20573,1.314698
20574,1.205888
20575,1.248084
20576,1.640278
20577,1.8304420000000001
20578,1.1621480000000002
20579,1.1586520000000002
20580,1.9866800000000002
20581,1.019618
20582,2.194374
20583,2.1722520000000003
20584,1.5738099999999997
20585,1.6083340000000002
20586,2.0066059999999997
20587,2.036146
20588,1.89334
20589,2.21356
20590,0.8039400000000001
20591,0.9399620000000001
20592,1.8253560000000002
20593,1.931814
20594,2.063254
20595,0.9559820000000001
20596,1.137102
20597,1.552912
20598,1.3762699999999999
20599,1.417506
20600,1.5408680000000001
20601,0.980858
20602,1.5881100000000001
20603,1.2728199999999998
20604,1.766524
20605,0.924552
20606,1.4173660000000001
20607,0.9637100000000001
20608,2.136996
20609,0.689654
20610,1.2963740000000001
20611,1.855168
20612,1.190536
20613,2.185734
20614,2.1023159999999996
20615,1.188806
20616,0.860796
20617,1.361304
20618,2.0024260000000003
20619,0.9004960000000001
20620,1.387248
20621,1.19009
20622,0.953082
20623,1.3387779999999998
20624,1.62793
20625,2.459524
20626,2.143652
20627,0.9085960000000001
20628,2.282614
20629,1.4418159999999998
20630,2.322206
20631,1.2818619999999998
20632,1.751528
20633,1.02936
20634,2.163382
20635,1.179054
20636,0.2763479999999999
20637,0.895984
20638,1.7464120000000003
20639,1.363248
20640,2.069382
20641,0.7951459999999999
20642,2.09059
20643,1.115956
20644,0.9715940000000001
20645,2.281848
20646,1.8530299999999995
20647,1.6421080000000001
20648,1.655352
20649,2.154698
20650,2.037554
20651,1.3317999999999999
20652,2.3793439999999997
20653,1.5988519999999997
20654,1.281116
20655,1.5942340000000002
20656,1.04787
20657,2.1892
20658,1.7735960000000002
20659,0.33559400000000006
20660,0.863796
20661,0.19127199999999997
20662,1.827378
20663,1.6656500000000003
20664,1.4774559999999997
20665,1.6666280000000002
20666,1.52056
20667,1.1847340000000002
20668,1.8549280000000001
20669,1.600676
20670,2.257986
20671,1.435234
20672,1.2965900000000001
20673,1.8195400000000004
20674,1.193012
20675,1.7795300000000003
20676,1.179174
20677,0.8917480000000001
20678,0.948678
20679,1.33891
20680,1.583464
20681,1.304528
20682,1.177196
20683,1.443216
20684,1.6952180000000001
20685,2.060644
20686,2.3440119999999998
20687,0.23700200000000002
20688,1.9851239999999999
20689,1.311934
20690,1.0992799999999998
20691,0.949578
20692,1.4979
20693,1.731084
20694,0.8495919999999999
20695,1.4871139999999998
20696,1.7919280000000002
20697,1.376922
20698,1.5703379999999998
20699,1.7352880000000002
20700,1.4652260000000001
20701,1.183258
20702,1.3311860000000002
20703,1.752656
20704,0.7425560000000001
20705,0.20803400000000005
20706,1.935242
20707,0.8359560000000001
20708,0.95007
20709,1.5771959999999998
20710,1.368062
20711,1.341576
20712,1.967596
20713,1.5238420000000001
20714,1.073674
20715,1.8395279999999998
20716,1.867162
20717,2.157228
20718,2.046074
20719,1.3427580000000001
20720,1.4279680000000001
20721,1.5610799999999998
20722,1.106154
20723,1.159226
20724,1.7110319999999999
20725,1.071622
20726,1.2368799999999998
20727,1.5206639999999998
20728,1.560546
20729,0.35687199999999997
20730,1.407864
20731,0.528248
20732,1.594764
20733,2.233308
20734,0.9168940000000001
20735,1.4235099999999998
20736,1.700814
20737,1.01818
20738,2.212056
20739,1.679006
20740,1.6906419999999998
20741,1.798126
20742,0.928434
20743,1.5858920000000003
20744,1.627096
20745,0.735274
20746,1.3904740000000002
20747,1.181912
20748,0.9264060000000001
20749,1.144928
20750,1.9249420000000002
20751,1.43086
20752,2.285472
20753,2.289354
20754,1.5128659999999998
20755,0.32135600000000003
20756,1.881056
20757,2.1627680000000002
20758,2.32688
20759,0.9773959999999999
20760,1.8022079999999998
20761,1.3686539999999998
20762,1.02127
20763,1.9765139999999999
20764,0.982374
20765,1.9157400000000002
20766,1.7696200000000002
20767,1.6341160000000001
20768,2.138102
20769,1.873488
20770,1.869358
20771,1.4232200000000002
20772,1.20622
20773,1.866854
20774,1.0577720000000002
20775,1.648448
20776,2.260454
20777,1.768148
20778,1.4954359999999998
20779,1.235118
20780,2.018204
20781,0.9260120000000001
20782,1.3631260000000003
20783,1.8896059999999997
20784,1.6013519999999997
20785,1.0000740000000001
20786,1.9366179999999997
20787,1.9625200000000003
20788,1.5073159999999999
20789,2.3115
20790,0.822572
20791,1.137122
20792,1.646938
20793,1.955336
20794,1.2029940000000001
20795,1.59979
20796,1.3337980000000003
20797,1.3921600000000003
20798,2.024764
20799,1.4476499999999999
20800,0.982932
20801,2.253424
20802,1.361592
20803,1.1472900000000001
20804,1.7718820000000002
20805,1.4606940000000002
20806,1.9981519999999997
20807,2.414192
20808,1.497942
20809,0.722956
20810,2.048574
20811,0.9844060000000001
20812,1.291732
20813,1.3794
20814,2.084736
20815,0.695342
20816,0.553082
20817,1.340066
20818,1.4366420000000002
20819,1.5309279999999998
20820,1.2403
20821,2.455304
20822,2.361678
20823,1.2164679999999999
20824,2.235132
20825,1.2504240000000002
20826,2.339
20827,0.8439479999999999
20828,1.268156
20829,2.3090879999999996
20830,1.4824680000000001
20831,1.5560239999999999
20832,2.22201
20833,1.8544699999999998
20834,1.35913
20835,1.734724
20836,0.888898
20837,1.4716680000000002
20838,1.7335699999999998
20839,1.3658399999999997
20840,1.66811
20841,1.339512
20842,1.3674739999999999
20843,1.3077519999999998
20844,1.33685
20845,0.94877
20846,2.0561359999999995
20847,0.852194
20848,1.3784440000000002
20849,0.905724
20850,1.652326
20851,0.8865520000000001
20852,1.636346
20853,1.6201500000000002
20854,1.429456
20855,1.3262800000000001
20856,1.0630680000000001
20857,1.397172
20858,1.891386
20859,2.124964
20860,0.8323979999999999
20861,1.93375
20862,1.4611939999999999
20863,1.804638
20864,0.541294
20865,0.9279120000000001
20866,0.8083279999999999
20867,0.777162
20868,1.5363160000000002
20869,1.176836
20870,1.8763319999999999
20871,1.453458
20872,1.6942259999999998
20873,1.1783839999999999
20874,0.58707
20875,1.4524400000000002
20876,1.2641280000000001
20877,1.5976659999999998
20878,1.263736
20879,1.927988
20880,2.33845
20881,0.937978
20882,1.774978
20883,1.6916820000000001
20884,1.0471599999999999
20885,0.93868
20886,1.8418380000000003
20887,1.5400179999999999
20888,1.120216
20889,1.932548
20890,1.7646080000000002
20891,1.0034079999999999
20892,2.3014419999999998
20893,1.7820239999999998
20894,1.783086
20895,1.445962
20896,1.3314880000000002
20897,1.9175820000000001
20898,1.410962
20899,2.029228
20900,1.32883
20901,1.525834
20902,1.035808
20903,1.703922
20904,1.263502
20905,1.84846
20906,1.938574
20907,0.9293199999999999
20908,1.8506039999999997
20909,1.2383359999999999
20910,1.632462
20911,1.7803719999999998
20912,2.181336
20913,1.6177039999999998
20914,1.914848
20915,1.757536
20916,1.28948
20917,0.97556
20918,1.486366
20919,1.0535999999999999
20920,1.4785879999999998
20921,2.3090159999999997
20922,2.169708
20923,0.8411039999999999
20924,0.9596280000000001
20925,1.34035
20926,1.1455980000000001
20927,2.1363760000000003
20928,1.6894519999999997
20929,0.9080860000000001
20930,0.938464
20931,1.113116
20932,1.242038
20933,1.36515
20934,1.2558219999999998
20935,2.060644
