id,label
0.jpg,0.999964
1.jpg,0.002238721
10.jpg,0.94242734
100.jpg,5.0842922e-05
1000.jpg,0.999764
10000.jpg,0.9999012
10001.jpg,0.99978596
10002.jpg,0.9999294
10003.jpg,0.47770646
10004.jpg,0.0007279067
10005.jpg,0.99996734
10006.jpg,0.0011536479
10007.jpg,0.003707253
10008.jpg,0.9984542
10009.jpg,0.99165195
1001.jpg,0.007815888
10010.jpg,0.9999875
10011.jpg,0.0004197671
10012.jpg,0.99866986
10013.jpg,0.7366375
10014.jpg,0.99917525
10015.jpg,0.9988317
10016.jpg,0.46511415
10017.jpg,0.9990638
10018.jpg,0.9999335
10019.jpg,0.99978393
1002.jpg,0.9999311
10020.jpg,0.99998844
10021.jpg,3.0065283e-05
10022.jpg,0.0008009536
10023.jpg,0.00043478046
10024.jpg,0.92421025
10025.jpg,0.00010826078
10026.jpg,0.9997069
10027.jpg,0.004645557
10028.jpg,0.027143434
10029.jpg,0.99903405
1003.jpg,0.033621218
10030.jpg,0.0013276093
10031.jpg,0.9999969
10032.jpg,4.306121e-06
10033.jpg,0.9996499
10034.jpg,0.00062755786
10035.jpg,0.99986255
10036.jpg,0.9989975
10037.jpg,0.0007568814
10038.jpg,0.0005264497
10039.jpg,0.00019525368
1004.jpg,0.00025915823
10040.jpg,0.9923341
10041.jpg,8.10796e-06
10042.jpg,0.000453861
10043.jpg,0.99964654
10044.jpg,0.9998159
10045.jpg,0.0021239663
10046.jpg,0.99864095
10047.jpg,5.7950736e-05
10048.jpg,0.0013327986
10049.jpg,0.997045
1005.jpg,1.757143e-05
10050.jpg,0.9983802
10051.jpg,0.9999709
10052.jpg,0.99225944
10053.jpg,0.04360953
10054.jpg,0.9996437
10055.jpg,0.0017140384
10056.jpg,0.0032287638
10057.jpg,0.99993384
10058.jpg,0.00012830943
10059.jpg,0.9843514
1006.jpg,0.998319
10060.jpg,0.99977034
10061.jpg,0.99978095
10062.jpg,0.47374853
10063.jpg,0.99982053
10064.jpg,0.000115919334
10065.jpg,0.99995923
10066.jpg,0.99862766
10067.jpg,0.0006589401
10068.jpg,0.9996567
10069.jpg,0.92093205
1007.jpg,0.9993513
10070.jpg,0.0023322338
10071.jpg,0.9994956
10072.jpg,0.00048500832
10073.jpg,4.0220493e-05
10074.jpg,0.99979454
10075.jpg,0.00037046144
10076.jpg,0.99959236
10077.jpg,0.17451577
10078.jpg,0.00034062934
10079.jpg,0.99999297
1008.jpg,0.9997992
10080.jpg,0.9989698
10081.jpg,0.99981207
10082.jpg,0.99994195
10083.jpg,0.9990054
10084.jpg,0.99998605
10085.jpg,1.3032558e-05
10086.jpg,0.9888204
10087.jpg,0.9983834
10088.jpg,0.99998367
10089.jpg,0.99877447
1009.jpg,0.00023875263
10090.jpg,0.999918
10091.jpg,0.0049101743
10092.jpg,0.0010566838
10093.jpg,0.9999863
10094.jpg,0.99789256
10095.jpg,0.9959927
10096.jpg,0.999941
10097.jpg,0.0007321813
10098.jpg,0.10239443
10099.jpg,0.99474937
101.jpg,0.9949249
1010.jpg,6.579465e-05
10100.jpg,0.9999465
10101.jpg,0.99975175
10102.jpg,0.9885251
10103.jpg,0.0013831175
10104.jpg,0.99999917
10105.jpg,0.025371313
10106.jpg,0.000506292
10107.jpg,0.99842995
10108.jpg,0.003538086
10109.jpg,0.00013160857
1011.jpg,0.97280496
10110.jpg,1.3631346e-05
10111.jpg,0.99999857
10112.jpg,0.9981614
10113.jpg,0.9996178
10114.jpg,0.99996054
10115.jpg,0.9999026
10116.jpg,0.0044079763
10117.jpg,0.9989698
10118.jpg,0.9999802
10119.jpg,0.99994767
1012.jpg,0.9999753
10120.jpg,0.9990978
10121.jpg,9.9346566e-05
10122.jpg,0.99987066
10123.jpg,0.9997893
10124.jpg,0.99977034
10125.jpg,0.0004181313
10126.jpg,0.9990245
10127.jpg,0.000113455724
10128.jpg,0.99989235
10129.jpg,0.0026137922
1013.jpg,0.9999902
10130.jpg,0.8945133
10131.jpg,0.4582275
10132.jpg,0.999998
10133.jpg,0.9985702
10134.jpg,0.9996892
10135.jpg,0.98376936
10136.jpg,0.9984841
10137.jpg,0.99994326
10138.jpg,0.9998505
10139.jpg,0.0006719279
1014.jpg,0.005322535
10140.jpg,0.99820733
10141.jpg,0.99929726
10142.jpg,0.0011095015
10143.jpg,0.99541277
10144.jpg,0.99021614
10145.jpg,0.99867237
10146.jpg,0.99396133
10147.jpg,0.9999651
10148.jpg,0.9958418
10149.jpg,4.495671e-05
1015.jpg,0.99482024
10150.jpg,0.0005636751
10151.jpg,0.042922337
10152.jpg,0.77984625
10153.jpg,0.004015092
10154.jpg,0.9999951
10155.jpg,0.00035281325
10156.jpg,0.010368156
10157.jpg,0.99987173
10158.jpg,0.94433105
10159.jpg,0.99976903
1016.jpg,0.9999211
10160.jpg,9.2421134e-05
10161.jpg,0.99066
10162.jpg,0.99758446
10163.jpg,0.96432143
10164.jpg,0.9853279
10165.jpg,0.99986553
10166.jpg,0.9296961
10167.jpg,0.98746
10168.jpg,0.9994363
10169.jpg,0.99680567
1017.jpg,0.9999902
10170.jpg,0.9999466
10171.jpg,9.4612624e-05
10172.jpg,0.55935025
10173.jpg,0.9946568
10174.jpg,0.9979007
10175.jpg,0.0003748267
10176.jpg,0.000559291
10177.jpg,0.120180435
10178.jpg,0.004198795
10179.jpg,0.99993074
1018.jpg,0.9956262
10180.jpg,0.9994547
10181.jpg,0.0001532628
10182.jpg,4.331904e-05
10183.jpg,0.9789755
10184.jpg,0.99971086
10185.jpg,0.99977654
10186.jpg,0.031499382
10187.jpg,0.0008231385
10188.jpg,0.00018058279
10189.jpg,0.013584394
1019.jpg,0.00028351307
10190.jpg,0.99776995
10191.jpg,0.0003792433
10192.jpg,0.0073958416
10193.jpg,0.00021909605
10194.jpg,0.006283801
10195.jpg,0.032252762
10196.jpg,0.99318933
10197.jpg,0.0012448432
10198.jpg,0.9999002
10199.jpg,0.9999074
102.jpg,0.0029984983
1020.jpg,0.0032287638
10200.jpg,0.9999821
10201.jpg,2.0583182e-05
10202.jpg,0.9999517
10203.jpg,0.01990879
10204.jpg,0.9964653
10205.jpg,0.9925827
10206.jpg,0.0056583676
10207.jpg,0.0011424494
10208.jpg,0.0061570317
10209.jpg,0.99999714
1021.jpg,0.95659363
10210.jpg,0.0009927261
10211.jpg,0.9991524
10212.jpg,3.9596955e-05
10213.jpg,0.9999734
10214.jpg,6.327425e-05
10215.jpg,5.7950736e-05
10216.jpg,0.0025633667
10217.jpg,0.9993068
10218.jpg,0.0002415663
10219.jpg,0.3562157
1022.jpg,0.0002908017
10220.jpg,0.9756698
10221.jpg,0.0014021305
10222.jpg,0.9999026
10223.jpg,0.00034734528
10224.jpg,0.77241
10225.jpg,4.298194e-05
10226.jpg,0.0012818055
10227.jpg,0.019326586
10228.jpg,0.99983776
10229.jpg,0.9999999
1023.jpg,9.993032e-05
10230.jpg,0.983597
10231.jpg,0.9990564
10232.jpg,0.9233162
10233.jpg,8.029784e-05
10234.jpg,0.80821866
10235.jpg,0.0014297453
10236.jpg,0.00010762835
10237.jpg,2.3923509e-05
10238.jpg,0.7785441
10239.jpg,0.9984238
1024.jpg,0.0012718429
10240.jpg,0.7642434
10241.jpg,0.99978215
10242.jpg,0.0008312098
10243.jpg,0.9508236
10244.jpg,3.2381507e-05
10245.jpg,0.99993885
10246.jpg,0.8844391
10247.jpg,0.9999076
10248.jpg,8.7503e-05
10249.jpg,0.00011412239
1025.jpg,0.9999721
10250.jpg,0.0025859366
10251.jpg,0.007121429
10252.jpg,0.15804437
10253.jpg,0.000998554
10254.jpg,0.99920064
10255.jpg,0.99887305
10256.jpg,0.99973875
10257.jpg,0.0016182269
10258.jpg,0.0027737827
10259.jpg,0.9997092
1026.jpg,0.00011983237
10260.jpg,0.007388676
10261.jpg,1.8450684e-05
10262.jpg,0.00014369751
10263.jpg,0.9999329
10264.jpg,0.9994253
10265.jpg,0.99999917
10266.jpg,0.99991226
