id,label
0.jpg,0.9992267
1.jpg,5.004226e-07
10.jpg,0.7023004
100.jpg,4.7279574e-08
1000.jpg,0.99997854
10000.jpg,0.99985516
10001.jpg,0.9886573
10002.jpg,0.99991167
10003.jpg,0.09769127
10004.jpg,3.0988192e-12
10005.jpg,0.9630572
10006.jpg,7.194133e-09
10007.jpg,3.8001403e-06
10008.jpg,0.9570074
10009.jpg,0.9999137
1001.jpg,0.029986506
10010.jpg,0.9999969
10011.jpg,6.8112684e-09
10012.jpg,0.9987281
10013.jpg,0.99806577
10014.jpg,0.97682446
10015.jpg,0.999861
10016.jpg,0.0011138391
10017.jpg,0.99960726
10018.jpg,0.9994797
10019.jpg,0.9839091
1002.jpg,0.99998796
10020.jpg,0.9939964
10021.jpg,2.22992e-05
10022.jpg,0.0004140695
10023.jpg,4.4334982e-07
10024.jpg,0.9996244
10025.jpg,8.245652e-11
10026.jpg,0.9857043
10027.jpg,0.0036642202
10028.jpg,0.06039071
10029.jpg,0.9999999
1003.jpg,0.007039046
10030.jpg,8.300232e-06
10031.jpg,0.9999614
10032.jpg,3.3265334e-08
10033.jpg,0.99999964
10034.jpg,2.3405086e-08
10035.jpg,0.9999846
10036.jpg,0.99986935
10037.jpg,8.497065e-06
10038.jpg,5.0644718e-05
10039.jpg,1.7566491e-07
1004.jpg,5.505992e-08
10040.jpg,0.9997986
10041.jpg,9.510661e-10
10042.jpg,1.2004504e-06
10043.jpg,0.9720025
10044.jpg,0.9999745
10045.jpg,2.3673907e-10
10046.jpg,0.99580115
10047.jpg,2.419886e-07
10048.jpg,1.6621692e-11
10049.jpg,0.91028655
1005.jpg,5.87168e-09
10050.jpg,0.99999976
10051.jpg,0.99999094
10052.jpg,0.9952632
10053.jpg,0.00705271
10054.jpg,0.9984421
10055.jpg,1.2652669e-07
10056.jpg,0.040303994
10057.jpg,0.99975795
10058.jpg,6.0109233e-09
10059.jpg,0.99969935
1006.jpg,0.9968748
10060.jpg,0.9996561
10061.jpg,0.9704086
10062.jpg,0.010258513
10063.jpg,0.99987733
10064.jpg,6.9060604e-08
10065.jpg,0.9915298
10066.jpg,0.99968743
10067.jpg,4.5114483e-08
10068.jpg,0.99992
10069.jpg,0.97674143
1007.jpg,0.999824
10070.jpg,2.8632558e-05
10071.jpg,0.9991048
10072.jpg,1.3950626e-07
10073.jpg,1.9252498e-08
10074.jpg,0.9937889
10075.jpg,1.0799672e-08
10076.jpg,0.99910045
10077.jpg,0.056913942
10078.jpg,4.1963006e-09
10079.jpg,0.9999999
1008.jpg,0.99960333
10080.jpg,0.9999641
10081.jpg,0.99693066
10082.jpg,0.99999464
10083.jpg,0.9965887
10084.jpg,0.99998116
10085.jpg,3.494435e-05
10086.jpg,0.9924521
10087.jpg,0.98618466
10088.jpg,0.99964297
10089.jpg,0.9999604
1009.jpg,1.9068243e-07
10090.jpg,0.99903595
10091.jpg,9.833213e-09
10092.jpg,1.9485221e-06
10093.jpg,0.9997131
